Cruise,Platform,Layer,CastDirection,unixTimestamp,lat,lon,temperature,salinity,pHin,pH25atm,rhodamine,MLD
25720901,Glider,Surface,Mean,1754711040,42.6421,-69.4403,18.6675510204082,31.7049863945578,8.07220796770084,7.97726665483077,0.0211809523809524,NaN
25720901,Glider,WPT,Constant,1754715180,42.6381,-69.4573,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754715060,42.6396,-69.4543,17.010246031746,31.846755952381,8.05782489783101,7.93848667200307,0.0252974537037037,15.8729818233104
25720901,Glider,MLD,Up,1754715060,42.6396,-69.4543,17.010246031746,31.846755952381,8.05782489783101,7.93848667200307,0.0252974537037037,15.8729818233104
25720901,Glider,MLD,Down,1754711340,42.6415,-69.4396,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,Surface,Mean,1754715060,42.6396,-69.4543,18.9209455782313,31.6786054421769,8.06668564615753,7.9756640061695,0.0202480158730159,NaN
25720901,Glider,WPT,Constant,1754719080,42.6377,-69.469,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Mean,1754708715,42.499775,-69.55045,14.850875,31.7735,NaN,NaN,0.01875,16.8579837819252
25706901,Glider,MLD,Mean,1754713680,42.496725,-69.564475,13.97125,31.7594375,NaN,NaN,0.0170625,14.8747617792598
25706901,Glider,MLD,Up,1754709900,42.4987,-69.555,14.850875,31.7735,NaN,NaN,0.01875,16.8579837819252
25706901,Glider,MLD,Up,1754714880,42.4962,-69.5678,13.97125,31.7594375,NaN,NaN,0.0170625,14.8747617792598
25706901,Glider,MLD,Down,1754705160,42.503,-69.5368,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,MLD,Down,1754710080,42.4983,-69.5545,NaN,NaN,NaN,NaN,NaN,NaN
25706901,Glider,Surface,Mean,1754709900,42.4987,-69.555,18.7625,31.474,NaN,NaN,0.012,NaN
25706901,Glider,Surface,Mean,1754714880,42.4962,-69.5678,17.9875,31.488875,NaN,NaN,0.010875,NaN
25706901,Glider,WPT,Constant,1754719860,42.4941,-69.5811,NaN,NaN,NaN,NaN,NaN,NaN
25720901,Glider,MLD,Mean,1754719080,42.6382,-69.4648,15.6227944444444,31.9816111111111,8.0396940552348,7.89077403322001,0.0310287878787879,15.8729841561231
